unique_id,title,author_keywords,abstract,keywords_plus,doi,"require_full_text(1,0)","screening (include, exclude, uncertain)",screener_id,note
337,opening up science for a sustainable world: an expansive normative structure of open science in the digital era,open science; open innovation; sustainability; openness; research teams;; university; science policy; innovation policy,"new digital technologies and tools, together with evolving open physical and digital infrastructures, are remodelling science and innovation practices at universities and challenging their existing cultures, cognitive norms, missions, and policies. the purpose of this empirical study was to understand how existing and recently adopted open science practices and the underlying principles and attitudes of research teams support the advancement of knowledge and the development of actions, solutions, and technologies for sustainable development. the results of this study provide novel insights and important suggestions to guide the advancement of open science and innovation policies at universities for a sustainable economy, society, and environment-in sum, for a sustainable world. we infer a new expansive normative structure-practices, norms, and institutional goal-for open science and a new role of researchers in the digital era. based on our findings, we propose an expansive model of university research and innovation to guide the renewal of university governance in the digital era.",academic entrepreneurship; knowledge production; open innovation;; professionals; secrecy; context,10.1093/scipol/scab049,0,include,11,
2074,in praise of open research measures,checklist; public support,N/A,checklist; public support,10.1038/498170b,1,include,15,"This is a comment of only 200 words, yet relevant."
539,tcia: an information resource to enable open science,,"reusable, publicly available data is a pillar of open science. the cancer imaging archive (tcia) is an open image archive service supporting cancer research. tcia collects, de-identifies, curates and manages rich collections of oncology image data. image data sets have been contributed by 28 institutions and additional image collections are underway. since june of 2011, more than 2,000 users have registered to search and access data from this freely available resource. tcia encourages and supports cancer-related open science communities by hosting and managing the image archive, providing project wiki space and searchable metadata repositories. the success of tcia is measured by the number of active research projects it enables (>40) and the number of scientific publications and presentations that are produced using data from tcia collections (39).",big data,,0,include,11,
981,mobims: a modular miniature mass analyzer for the real-time monitoring of gases and volatile compounds in biological systems,volatile organic compounds; real-time monitoring; gas analysis; open; science,"living organisms constantly interact with their environment, including through the exchange of gases. respiration and the release and uptake of volatile organic compounds (vocs) create dynamic microenvironments in biological systems. studying the kinetics of volatiles in biological systems requires expensive instruments, and data analysis is challenging. therefore, we aimed to design a minimal analytical device for measuring the composition of gaseous mixtures in real-time. we built the `modular biological mass spectrometer' (mobims) from 3d-printed parts and custom sensors to fit a wide array of experimental set-ups. we tested the chemical detection range and temporal resolution of the mobims employing pure compounds and complex biological samples. compounds with a higher than 0.4 mmhg vapor pressure and a molecular weight up to 154 g/mol were reliably sensed within seconds. the generated electron impact (ei) spectra were directly comparable with standard databases like the nist ei library. under a direct analysis approach, the mobims identified the characteristic odor of banana (musa sp.), that is, isoamyl acetate; tracked the dynamics of co2 release while the alka-seltzer (r) reaction occurred; and showed the kinetics of the transient production and consumption of carbon dioxide during photosynthesis. mobims also discriminated between volatile compounds ions coming from tobacco (nicotiana benthamiana) leaves and the surrounding air through untargeted analysis. the small footprint of the mobims and its low energy consumption (242 w) facilitate in situ analyses, moreover an additional gas supply is not necessary with ei ionization. the mobims is easy to assemble, and its construction and operation are very cost-efficient compared to commercial devices. the analytical performance of the mobims is suitable for real-time studies of biological systems, environmental monitoring, and medical diagnostics.",organic-compounds; banana fruit; spectrometry; photosynthesis; ion;; photoionization; respiration; temperature; ms,10.1016/j.microc.2021.107090,0,exclude,11,
956,n3phele: open science-as-a-service workbench for cloud-based scientific computing,cloud; hpc; paas; openstack,"because of inexpensive, on-demand resources, cloud computing is a promising platform for scientific hpc applications, such as gene sequencing. however, it also poses challenges to users and developers in terms of running and maintaining hpc applications which is low-level and complex for scientists. this impacts reusability and reproducibility of the work and increases the cost of development and maintenance. n3phele is a cloud-based workbench that allows researchers to perform complex analysis using only browser and resources in infrastructure clouds, which are orchestrated by n3phele. individual scientists may publish tools and workflow pipelines, registering them in n3phele for their own private or public collaborator use. to illustrate, the qiime microbial community analysis toolkit has been registered into n3phele, and n3phele used to perform microbial analysis, including computationally intensive roche 454 denoising, using amazon ec2 and n3phele's point and click interface. n3phele substantially improves usability and manageability of complex scientific analysis pipelines in the cloud.",,10.1109/ocs.2012.30,0,include,11,
1781,are we ready to track climate-driven shifts in marine species across international boundaries? - a global survey of scientific bottom trawl data,bottom trawl survey; climate change; demersal fish; fisheries policy;; global data synthesis; open science; species distribution; transboundary; conservation,"marine biota are redistributing at a rapid pace in response to climate change and shifting seascapes. while changes in fish populations and community structure threaten the sustainability of fisheries, our capacity to adapt by tracking and projecting marine species remains a challenge due to data discontinuities in biological observations, lack of data availability, and mismatch between data and real species distributions. to assess the extent of this challenge, we review the global status and accessibility of ongoing scientific bottom trawl surveys. in total, we gathered metadata for 283,925 samples from 95 surveys conducted regularly from 2001 to 2019. we identified that 59\% of the metadata collected are not publicly available, highlighting that the availability of data is the most important challenge to assess species redistributions under global climate change. given that the primary purpose of surveys is to provide independent data to inform stock assessment of commercially important populations, we further highlight that single surveys do not cover the full range of the main commercial demersal fish species. an average of 18 surveys is needed to cover at least 50\% of species ranges, demonstrating the importance of combining multiple surveys to evaluate species range shifts. we assess the potential for combining surveys to track transboundary species redistributions and show that differences in sampling schemes and inconsistency in sampling can be overcome with spatio-temporal modeling to follow species density redistributions. in light of our global assessment, we establish a framework for improving the management and conservation of transboundary and migrating marine demersal species. we provide directions to improve data availability and encourage countries to share survey data, to assess species vulnerabilities, and to support management adaptation in a time of climate-driven ocean changes.",long-term; range shifts; fisheries; ecosystem; biodiversity; management;; responses; impacts; catch; sea,10.1111/gcb.15404,0,include,11,
1690,rigour and reproducibility in canadian research: call for a coordinated approach,reproducibility; rigour; replication; meta-research; metascience; open; research; transparency; data sharing; evidence-based medicine,"shortcomings in the rigour and reproducibility of research have become well-known issues and persist despite repeated calls for improvement. a coordinated effort among researchers, institutions, funders, publishers, learned societies, and regulators may be the most effective way of tackling these issues. the uk reproducibility network (ukrn) has fostered collaboration across various stakeholders in research and are creating the infrastructure necessary to advance rigorous and reproducible research practices across the united kingdom. other reproducibility networks, modelled on ukrn, are now emerging in other countries. canada could benefit from a comparable network to unify the voices around research quality and maximize the value of canadian research.",waste,10.1139/facets-2021-0162,0,include,11,
1522,the medical library association data services competency: a framework for data science and open science skills development,,"increasingly, users of health and biomedical libraries need assistance with challenges they face in working with their own and others' data. librarians have a unique opportunity to provide valuable support and assistance in data science and open science but may need to add to their expertise and skill set to have the most impact. this article describes the rationale for and development of the medical library association data services competency, which outlines a set of five key skills for data services and provides a course of study for gaining these skills.",,10.5195/jmla.2020.909,1,uncertain,3,
1445,"fair, safe and high-quality data: the data infrastructure and accessibility of the youth cohort study",information technology; research data management; data infrastructure;; open science; fair data; cohort study,"the youth cohort study aims to be a trailblazer for open science. being a large-scale, longitudinal cohort following children in their development from gestation until early adulthood, youth collects a vast amount of data through a variety of research techniques. data are collected through multiple platforms, including facilities managed by utrecht university and the university medical center utrecht. in order to facilitate appropriate use of its data by research organizations and researchers, youth aims to produce high-quality, fair data while safeguarding the privacy of participants. this requires an extensive data infrastructure, set up by collaborative efforts of researchers, data managers, it departments, and the utrecht university library. in the spirit of open science, youth will share its experience and expertise in setting up a high-quality research data infrastructure for sensitive cohort data. this paper describes the technical aspects of our data and data infrastructure, and the steps taken throughout the study to produce and safely store fair and high-quality data. finally, we will reflect on the organizational aspects that are conducive to the success of setting up such an enterprise, and we consider the financial challenges posed by individual studies investing in sustainable science.",,10.1016/j.dcn.2020.100834,0,include,11,
1081,key open research issues for implementing femtocell in 5g networks,5g; femtocell; small cells; iot,"when aiming to enhance coverage and capacity while simultaneously offering high-quality services to mobile customers at an affordable cost, femtocells have emerged as a viable option (quality of service). the objectives and limitations of femtocell implementation in the 5g network have been discussed in this article. 5g wireless system characteristics have also been explored. furthermore, femtocell network implementation criteria have been added. numerous research has been done on femtocells and their uses in traffic modeling and implementation for 5g networks. as a follow-up, the most pressing research issues for 5g femtocell deployment were presented and reviewed.",wireless communications; wearable technology; small-cells;; communication; optimization; challenges; coverage; layer; perspectives;; management,10.22937/ijcsns.2022.22.4.86,0,exclude,3,
2211,acta obstetricia et gynecologica scandinavica (aogs): coming-of-age to embrace open science,,,,10.1111/aogs.14208,1,exclude,3,
1697,openbiodiv: a knowledge graph for literature-extracted linked open data in biodiversity science,open science; biodiversity; biodiversity informatics; knowledge; management system; semantic publishing; linked open data; semantic web;; ontology,"hundreds of years of biodiversity research have resulted in the accumulation of a substantial pool of communal knowledge; however, most of it is stored in silos isolated from each other, such as published articles or monographs. the need for a system to store and manage collective biodiversity knowledge in a community-agreed and interoperable open format has evolved into the concept of the open biodiversity knowledge management system (obkms). this paper presents openbiodiv: an obkms that utilizes semantic publishing workflows, text and data mining, common standards, ontology modelling and graph database technologies to establish a robust infrastructure for managing biodiversity knowledge. it is presented as a linked open dataset generated from scientific literature. openbiodiv encompasses data extracted from more than 5000 scholarly articles published by pensoft and many more taxonomic treatments extracted by plazi from journals of other publishers. the data from both sources are converted to resource description framework (rdf) and integrated in a graph database using the openbiodiv-o ontology and an rdf version of the global biodiversity information facility (gbif) taxonomic backbone. through the application of semantic technologies, the project showcases the value of open publishing of findable, accessible, interoperable, reusable (fair) data towards the establishment of open science practices in the biodiversity domain.",informatics; big,10.3390/publications7020038,0,include,3,
1413,self-organization and resilience for networked systems: design principles and open research issues,autonomic communications; network resilience; programmable networks;; self-organization; system resilience,"networked systems form the backbone of modern society, underpinning critical infrastructures such as electricity, water, transport and commerce, and other essential services (e.g., information, entertainment, and social networks). it is almost inconceivable to contemplate a future without even more dependence on them. indeed, any unavailability of such critical systems is-even for short periods-a rather bleak prospect. however, due to their increasing size and complexity, they also require some means of autonomic formation and self-organization. this paper identifies the design principles and open research issues in the twin fields of self-organization and resilience for networked systems. in combination, they offer the prospect of combating threats and allowing essential services that run on networked systems to continue operating satisfactorily. this will be achieved, on the one hand, through the (self-)adaptation of networked systems and, on the other hand, through structural and operational resilience techniques to ensure that they can detect, defend against, and ultimately withstand challenges.",survivability; management; strategies; redundancy; diversity; framework;; security; internet,10.1109/jproc.2019.2894512,0,exclude,3,
117,"a marathon, not a sprint-neuroimaging, open science and ethics",neuroimaging; neuroethics; data governance; open science; research; ethics,"open science is calling for a radical re-thinking of existing scientific practices. within the neuroimaging community, open science practices are taking the form of open data repositories and open lab notebooks. the broad sharing of data that accompanies open science, however, raises some difficult ethical and legal issues. with neuroethics as a focusing lens, we explore eight central concerns posed by open data with regard to human brain imaging studies: respect for individuals and communities, concern for marginalized communities, consent, privacy protections, participatory research designs, contextual integrity, fusions of clinical and research goals, and incidental findings. each consideration assists in bringing nuance to the potential benefits for open data sharing against associated challenges. we combine current understandings with forward-looking solutions to key issues. we conclude by underscoring the need for new policy tools to enhance the potential for responsible open data.",incidental findings; solidarity; framework,10.1016/j.neuroimage.2021.118041,0,include,15,
648,open access and soft power: chinese voices in international scholarship,academic publishing; china; copyright; open access journals; open; access; open scholarship; policy; soft power,"networked digital technologies and open access (oa) are transforming the processes and institutions of research, knowledge creation and dissemination globally: enabling new forms of collaboration, allowing researchers to be seen and heard in new ways and reshaping relationships between stakeholders across the global academic publishing system. this article draws on joseph nye's concept of soft power' to explore the role that oa is playing in helping to reshape academic publishing in china. it focusses on two important areas of oa development: oa journals and national-level repositories. oa is being supported at the highest levels, and there is potential for it to play an important role in increasing the status and impact of chinese scholarship. investments in oa also have the potential to help china to re-position itself within international copyright discourses: moving beyond criticism for failure to enforce the rights of foreign copyright owners and progressing an agenda that places greater emphasis on equality of access to the resources needed to foster innovation. however, the potential for oa to help china to build and project its soft power is being limited by the legacies of the print era, as well as the challenges of efficiently governing the national research and innovation systems.",,10.1177/0163443714567019,0,include,15,
1079,"hacking in the public interest: authority, legitimacy, means, and ends",authority; hacking; knowledge construction; open science; open source;; public interest,"the cultural appropriation of ideas about hacking and opening knowledge have had significant impact on ways of developing participation in creating public interest knowledge and knowledge commons. in particular, the ideal of hacking as developed through studies of free and open source (f/os) has highlighted the value of processes of participation, including participatory governance, in relation to the value of expanded accessibility of knowledge, including knowledge commons. yet, these means and ends are often conflated. this article employs three examples of projects where hacker-inspired perspectives on scientific knowledge conflict with institutional perspectives. each example develops differently the relationships between means and ends in relation to authority and legitimacy. the article's analysis suggests that while hacker culture's focus on authority through participation has had great traction in business and in public interest science, this may come limit the contribution to knowledge in the public interest - especially knowledge commons.",software; media; knowledge,10.1177/1461444816629470,0,exclude,15,
1241,"fret-based dynamic structural biology: challenges, perspectives and an appeal for open-science practices",,"single-molecule fret (smfret) has become a mainstream technique for studying biomolecular structural dynamics. the rapid and wide adoption of smfret experiments by an ever-increasing number of groups has generated significant progress in sample preparation, measurement procedures, data analysis, algorithms and documentation. several labs that employ smfret approaches have joined forces to inform the smfret community about streamlining how to perform experiments and analyze results for obtaining quantitative information on biomolecular structure and dynamics. the recent efforts include blind tests to assess the accuracy and the precision of smfret experiments among different labs using various procedures. these multi-lab studies have led to the development of smfret procedures and documentation, which are important when submitting entries into the archiving system for integrative structure models, pdb-dev. this position paper describes the current `state of the art' from different perspectives, points to unresolved methodological issues for quantitative structural studies, provides a set of `soft recommendations' about which an emerging consensus exists, and lists openly available resources for newcomers and seasoned practitioners. to make further progress, we strongly encourage `open science' practices.",single-molecule fret; resonance energy-transfer; fluorescence; correlation spectroscopy; alternating-laser excitation; intrinsically; disordered proteins; nano-positioning system; intramolecular distance; distributions; freely diffusing molecules; aminoacyl-transfer-rna;; transition path times,10.7554/elife.60416,0,uncertain,15,Full text could reveal more information that can help assessing relevance.
1706,academic commercialization and changing nature of academic cooperation,indirect reciprocity; evolution of cooperation; social norms; open; science; academic commercialization; academic entrepreneurship;; evolutionary game theory,"recent economic policies emphasize the role of academic science in technological innovation and economic growth and encourage universities and individual academics to engage in commercial activities. in this trend of academic commercialization, a growing concern has been expressed that its potential incompatibility with the traditional norms of open science could undermine the cooperative climate in academia. drawing on the framework of evolution of the cooperation, this study examines the changing nature of academic cooperation under the current policy trend. in an ideal state of open science, academics are supposed to cooperate gratis and unconditionally. however, results predict that the commercialized regime could compromise underlying mechanisms of cooperation and allow defectors to prevail. as the trend further grows, academics would become more demanding of direct reward in exchange for cooperation, and they would refrain from engaging in cooperation but would prefer to work independently. some interventions (e.g., centralized rewarding) could mitigate the problem but require delicate system design.",intellectual property; indirect reciprocity; evolution; dynamics; norms;; universities; punishment; science; commons,10.1007/s00191-014-0387-z,0,exclude,15,Collaboraiton is close to OS but not the same thing.
873,the repository chemotion: infrastructure for sustainable research in chemistry,fair data; open data; open science; open source; sustainability,"we describe the development of a repository for chemistry research data (called chemotion) that provides solutions for current challenges to store research data in a feasible manner, allowing the conservation of domain-specific information in a machine-readable format. a main advantage of the repository chemotion is the comprehensive functionality, offering options to collect, prepare and reuse data with discipline specific methods and data processing tools. for selected analytical data, automated procedures are implemented to facilitate the curation of the data. chemotion provides functions for a feasible data publishing process including automated digital object identifier (doi) generation and workflows for peer reviewing of the submissions, including embargo settings. the described developments were used to establish a research-data infrastructure to build a new community-driven repository as a comprehensive alternative to commercial databases.",spectra,10.1002/anie.202007702,0,exclude,10,
757,toward a global and reproducible science for brain imaging in neurotrauma: the enigma adult moderate/severe traumatic brain injury working group,brain injury; radiology; open science; neurodegeneration;; rehabilitation; enigma,"the global burden of mortality and morbidity caused by traumatic brain injury (tbi) is significant, and the heterogeneity of tbi patients and the relatively small sample sizes of most current neuroimaging studies is a major challenge for scientific advances and clinical translation. the enigma (enhancing neuroimaging genetics through meta-analysis) adult moderate/severe tbi (ams-tbi) working group aims to be a driving force for new discoveries in ams-tbi by providing researchers world-wide with an effective framework and platform for large-scale cross-border collaboration and data sharing. based on the principles of transparency, rigor, reproducibility and collaboration, we will facilitate the development and dissemination of multiscale and big data analysis pipelines for harmonized analyses in ams-tbi using structural and functional neuroimaging in combination with non-imaging biomarkers, genetics, as well as clinical and behavioral measures. ultimately, we will offer investigators an unprecedented opportunity to test important hypotheses about recovery and morbidity in ams-tbi by taking advantage of our robust methods for large-scale neuroimaging data analysis. in this consensus statement we outline the working group's short-term, intermediate, and long-term goals.",default mode network; common data elements; single nucleotide; polymorphisms; persistent vegetative state; percent-alpha-variability;; white-matter integrity; alzheimers-disease; head-injury; posttraumatic; seizures; axonal injury,10.1007/s11682-020-00313-7,0,exclude,10,
1965,open science in closed societies,,,,,1,include,2,
988,connectomics and new approaches for analyzing human brain functional connectivity,human connectome; functional mri; brain graphs; open data; open science,"estimating the functional interactions between brain regions and mapping those connections to corresponding inter-individual differences in cognitive, behavioral and psychiatric domains are central pursuits for understanding the human connectome. the number and complexity of functional interactions within the connectome and the large amounts of data required to study them position functional connectivity research as a ``big data'' problem. maximizing the degree to which knowledge about human brain function can be extracted from the connectome will require developing a new generation of neuroimaging analysis algorithms and tools. this review describes several outstanding problems in brain functional connectomics with the goal of engaging researchers from a broad spectrum of data sciences to help solve these problems. additionally it provides information about open science resources consisting of raw and preprocessed data to help interested researchers get started.",fmri analysis; discovery science; networks; framework; cortex;; parcellation; regression; software; impact; states,10.1186/s13742-015-0045-x,0,exclude,10,
711,the argumentative dimension of academic blogs in the humanities,academic blogging; argumentative dimension; open science; scientific; discourse,"this contribution aims to examine the argumentative dimension of scientific blog posts. previous works have shown the important role of persuasion means in scientific discourses, usually viewed as << closed discourses'' exclusively addressed to peers. however, new modes of diffusion due to the open science context are changing the expected audience of scientific writings and thus involve new rhetorical strategies in order to take into account a broader public. the concept of ``argumentative dimension'' (amossy 2000) entails the adjustment to an audience in order to win shared acceptance of a vision and therein the use of rhetorical means of proof (ethos, logos, pathos). this article discusses this concept by way of a case study based on two academic blogs from the french platform hypotheses : on the one hand, a blog that gives voice to french researchers after the 2015 terrorist attacks, on the other hand, a blog where two historians are relating their current phd project.",,10.4000/aad.2535,0,exclude,10,
1492,towards a `manifesto' for super-recognizer research,super-recognizers; face processing; face recognition; face; identification; face matching; open science; replicability,"this article provides a response to five excellent commentaries on our article `super-recognizers: from the lab to the world and back again'. specifically, the response summarizes commonalities between these commentaries. based on this consensus, we propose a flexible framework for the assessment of superior face recognition and outline guiding principles to advance future work in the field.",,10.1111/bjop.12411,1,uncertain,2,
1234,kademlia with consistency checks as a foundation of borderless collaboration in open science services,kademlia; p2p; dht; distributed data systems; attacks; poisoning;; openscience,"the concept of open science emerges as a powerful new trend, allowing researchers to exchange and reuse valuable knowledge, data and analyses. innovative tools are needed to facilitate such global scientific collaboration, which is the main objective of the onedata system. it aspires to provide a open science platform based on openness and decentralization. to achieve this, a distributed location service must be introduced that will allow to locate resources in this vast environment. this paper identifies kademlia dht networks as a viable solution, which nevertheless requires improvements to be applicable in onedata. it analyzes the consistency problems and attack resistance deficiencies of kademlia and proposes additional consistency checks as a solution. implications of such modifications are discussed and the modified kademlia is compared against the original kademlia algorithm.",data access; globalization,10.1016/j.procs.2016.11.036,1,uncertain,5,
349,web indicators of ict use in the work of ukrainian dissertation committees and graduate schools as element of open science,web; information and communication technology; education and learning; process; ict infrastructure; open science,"today an enormous amount of problems in building a system of efficient education and science is on the discussion agenda in ukraine. a decrease in the number of scientists in the country has been observed in the last 15 years. at the same time, the amount of postgraduate students and people aiming at obtaining their doctorate is increasing. notably, similar indicators are also observed in the majority of post-soviet countries. one complicating factor is that the system of scientific personnel training in ukraine is very restrictive and closed. the proportion of research results published using a free access scheme to the overall bulk of publications is still very small, in particular if compared to the level of ict development. therefore, a major part of the publications still remains inaccessible from the outside. in this study we investigate the openness and accessibility of the preparation of the academic staff in ukraine. to partly overcome some of the problems, we propose an our vision on ict development of dc \& gs infrastructure. in this article we analyzed the performance of dc and gs through their web indicators.",,10.1007/978-3-319-30246-1\_1,0,exclude,5,
1425,large scale monte carlo simulation of neutrino interactions using the open science grid and commercial clouds,,"modern long baseline neutrino experiments like the nova experiment at fermilab, require large scale, compute intensive simulations of their neutrino beam fluxes and backgrounds induced by cosmic rays. the amount of simulation required to keep the systematic uncertainties in the simulation from dominating the final physics results is often 10x to 100x that of the actual detector exposure. for the first physics results from nova this has meant the simulation of more than 2 billion cosmic ray events in the far detector and more than 200 million numi beam spill simulations. performing these high statistics levels of simulation have been made possible for nova through the use of the open science grid and through large scale runs on commercial clouds like amazon ec2. we details the challenges in performing large scale simulation in these environments and how the computing infrastructure for the nova experiment has been adapted to seamlessly support the running of different simulation and data processing tasks on these resources.",,10.1088/1742-6596/664/3/032023,0,exclude,5,
2335,"challenges of a changing earth - proceedings of the global change open science conference, amsterdam, the netherlands, 10-13 july 2001 - closing address",,,,,1,exclude,3,
386,sharing code,code sharing; github; open science framework; open science; version; control,"sharing code is becoming increasingly important in the wake of open science. in this review i describe and compare two popular code-sharing utilities, github and open science framework (osf). github is a mature, industry-standard tool but lacks focus towards researchers. in comparison, osf offers a one-stop solution for researchers but a lot of functionality is still under development. i conclude by listing alternative lesser-known tools for code and materials sharing.",,10.1068/i004ir,0,include,5,
1165,open research knowledge graph: next generation infrastructure for semantic scholarly knowledge,information science; knowledge graph; knowledge capture; research; infrastructure; scholarly communication,"despite improved digital access to scholarly knowledge in recent decades, scholarly communication remains exclusively document-based. in this form, scholarly knowledge is hard to process automatically. we present the first steps towards a knowledge graph based infrastructure that acquires scholarly knowledge in machine actionable form thus enabling new possibilities for scholarly knowledge curation, publication and processing. the primary contribution is to present, evaluate and discuss multi-modal scholarly knowledge acquisition, combining crowdsourced and automated techniques. we present the results of the first user evaluation of the infrastructure with the participants of a recent international conference. results suggest that users were intrigued by the novelty of the proposed infrastructure and by the possibilities for innovative scholarly knowledge processing it could enable.",,10.1145/3360901.3364435,1,uncertain,5,
